Company,Ticker,Sector,Filing_Year,Paragraph_id,Passage,AI_keywords,risk_category,disclosure_quality,annotation
Apple,AAPL,Technology,2024,91,"The Company’s global operations are subject to complex and changing laws and regulations on subjects, including antitrust; privacy, data security and data localization; consumer protection; advertising, sales, billing and e-commerce; financial services and technology; product liability; intellectual property ownership and infringement; digital platforms; machine learning and artificial intelligence; internet, telecommunications and mobile communications; media, television, film and digital content; availability of third-party software applications and services; labor and employment; anticorruption; import, export and trade; foreign exchange controls and cash repatriation restrictions; anti–money laundering; foreign ownership and investment; tax; and environmental, health and safety, including electronic waste, recycling, product design and climate change.","artificial intelligence, AI, machine learning",Regulation,1.0,Duplicate boilerplate regulatory laundry list including AI/ML
Apple,AAPL,Technology,2024,92,"These risks and costs may increase as the Company’s products and services are introduced into specialized applications, including health and financial services, or as the Company expands the use of technologies, such as machine learning and artificial intelligence features, and must navigate new legal, regulatory and ethical considerations relating to such technologies.","artificial intelligence, machine learning",Regulation,2.0,"Expansion into AI in specialized/sensitive applications raises new legal, regulatory, ethical considerations"
CVS Health,CVS,Healthcare,2022,,,,,,
CVS Health,CVS,Healthcare,2023,,,,,,
CVS Health,CVS,Healthcare,2024,,,,,,
Costco,COST,Retail,2022,,,,,,
Costco,COST,Retail,2023,,,,,,
Costco,COST,Retail,2024,93,"In addition, data we collect, store and process is subject to a variety of U.S. and international laws and regulations (such as the European Union General Data Protection Regulation, California Consumer Privacy Act, Health Insurance Portability and Accountability Act, and China's Personal Information Protection Act), evolving rules concerning artificial intelligence, and other privacy and cybersecurity laws and restrictions on use of member information that may also impair our ability to utilize data, consistent with member consents and preferences, which may carry significant potential penalties for noncompliance.","artificial intelligence, AI",Regulation,2.0,"Cites specific laws (GDPR, CCPA, HIPAA, China PIPL) plus evolving AI rules; notes penalties for noncompliance"
Costco,COST,Retail,2024,94,"Some competitors have greater financial resources and technology capabilities, including the faster adoption of artificial intelligence, better access to merchandise, and greater market penetration than we do.",artificial intelligence,Competitive,2.0,Competitors' faster AI adoption cited as competitive disadvantage
Deere & Co,DE,Manufacturing,2022,95,"In an effort to enhance its Smart Industrial operating model by adding technology and talent, during fiscal year 2022, the Company acquired majority ownership in Kreisel Electric Inc., which designs and manufactures high-durability battery packs and high-powered charging stations; a 40 percent equity method investment in GUSS Automation LLC, a producer of semi-autonomous orchard and vineyard sprayers; and LGT, LLC (Light), which specializes in depth sensing and camera-based perception for autonomous vehicles.",automation,Other,0.0,"M&A/business description (acquisitions), not a stated AI risk"
Deere & Co,DE,Manufacturing,2022,96,"John Deere’s approach to precision technology involves hardware and software, guidance, connectivity and digital solutions, automation and machine intelligence, and autonomy.",automation,Other,1.0,"Descriptive of precision-tech approach, no risk stated"
Deere & Co,DE,Manufacturing,2023,97,"Our approach to precision technology involves hardware and software, guidance, connectivity and digital solutions, automation and machine intelligence, and autonomy.",automation,Other,1.0,Duplicate descriptive passage
Deere & Co,DE,Manufacturing,2023,98,We utilize automation and machine learning and intelligence in some of our products.,"machine learning, automation",Other,1.0,"Descriptive: uses automation/ML in some products, no risk stated"
Deere & Co,DE,Manufacturing,2023,99,"Data sourcing, technology, integration and process issues, program bias into decision-making algorithms, security problems, and the protection of privacy could impair the adoption and acceptance of autonomous machine solutions.","AI, algorithm, algorithms",Bias/Ethics,3.0,"Specific: algorithmic bias, security, privacy issues could impair adoption of autonomous solutions"
Deere & Co,DE,Manufacturing,2023,100,"Automation and machine learning and intelligence may also become the subject of local, state, federal, and foreign regulatory efforts limiting the features and capabilities of the technology.","machine learning, automation",Regulation,2.0,Automation/ML may become subject to regulatory limits on features/capabilities
Deere & Co,DE,Manufacturing,2024,101,"Furthermore, our approach to precision technology involves hardware and software, guidance, connectivity and digital solutions, automation and machine intelligence, and autonomy.",automation,Other,1.0,Duplicate descriptive passage
Deere & Co,DE,Manufacturing,2024,102,"Technical or regulatory limitations may impact our ability to effectively implement automation, autonomy, and artificial intelligence solutions.","artificial intelligence, automation",Regulation,2.0,Technical or regulatory limitations may impact AI/automation implementation
Deere & Co,DE,Manufacturing,2024,103,"We utilize automation and machine learning in some of our products, including consumer-facing features, and leverage generative artificial intelligence in our business processes.","artificial intelligence, machine learning, automation, RAG",Other,1.0,Descriptive: uses automation/ML/generative AI in products and processes
Deere & Co,DE,Manufacturing,2024,104,"For example, the automation software, digital tools, applications, and analytics utilized in John Deere’s products are designed to improve customer decision-making, such as the automation package on the S7 Series Combines and the computer vision and machine learning technology that enables our See & Spray™ targeted spraying solution.","machine learning, automation, computer vision",Other,1.0,"Descriptive product-feature example (See & Spray), no risk stated"
Deere & Co,DE,Manufacturing,2024,105,"While we believe the use of these emerging technologies can present significant benefits, it also creates risks and challenges as the use of artificial intelligence is a novel business model without an established track record.",artificial intelligence,Other,2.0,"Generic: AI is a novel, unproven business model presenting risks/challenges"
Deere & Co,DE,Manufacturing,2024,106,"Data sourcing, technology, integration and process issues, programmed bias in decision-making algorithms, concerns over intellectual property, security concerns, and the protection of privacy could impair the adoption and acceptance of autonomous machine solutions.","AI, algorithm, algorithms",Bias/Ethics,3.0,"Specific: algorithmic bias, IP, security, privacy concerns could impair adoption"
Deere & Co,DE,Manufacturing,2024,107,"Furthermore, any confidential information that we input into a third-party generative artificial intelligence platform could be leaked or disclosed to others, including sensitive information that is used to train the third parties’ model.","artificial intelligence, AI",Privacy,3.0,Specific: confidential info entered into third-party generative AI could leak or be used to train models
Deere & Co,DE,Manufacturing,2024,108,"Additionally, if the data used to train the solution or the content, analyses, or recommendations that the machine learning and intelligence applications assist in producing is deemed to be inaccurate, incomplete, biased or questionable, our brand and reputation may be harmed and we may be subject to legal liability claims.","AI, machine learning",Accuracy/Reliability,3.0,Specific: inaccurate/biased/questionable AI training data or output could harm brand and cause legal liability
Deere & Co,DE,Manufacturing,2024,109,"The development of our own artificial intelligence applications may require additional investment in the development of proprietary systems, models, or datasets, which are often complex, may be costly and could impact the results of our operations.",artificial intelligence,Cost/Investment,3.0,Specific: developing proprietary AI systems/models/datasets requires costly investment
Delta Air Lines,DAL,Consumer Services,2022,,,,,,
Delta Air Lines,DAL,Consumer Services,2023,,,,,,
Delta Air Lines,DAL,Consumer Services,2024,,,,,,
Eli Lilly,LLY,Healthcare,2022,,,,,,
Eli Lilly,LLY,Healthcare,2023,,,,,,
Eli Lilly,LLY,Healthcare,2024,110,"Failure of third parties to meet their contractual, regulatory, confidentiality, privacy, security, or other obligations to us, our clinical trial subjects, and our patients could have a material adverse effect on our business. •Our use of artificial intelligence (AI) or other emerging technologies could adversely impact our business and financial results.","artificial intelligence, AI",Other,1.0,"Risk-factor heading: AI/emerging tech use could adversely impact business, no detail yet"
Eli Lilly,LLY,Healthcare,2024,111,We have begun to deploy AI and other emerging technologies in various facets of our operations and we continue to explore further use cases for AI.,AI,Other,1.0,"Descriptive: has begun deploying AI, exploring further use cases"
Eli Lilly,LLY,Healthcare,2024,112,"The rapid advancement of these technologies presents opportunities for us in research, manufacturing, commercialization, and other business endeavors but also entails risks, including that AI-generated content, analyses, or recommendations we utilize could be deficient, that our competitors may more quickly or effectively adopt AI capabilities, or that our use of AI or other emerging technologies exacerbates regulatory, cybersecurity and other significant risks.","AI, AI-generated",Accuracy/Reliability,3.0,Specific: AI-generated content could be deficient; also notes competitive and regulatory/cyber risk
Eli Lilly,LLY,Healthcare,2024,113,"Effective development, management, and use of AI technologies is novel and complex, and there are technical challenges associated with achieving desired levels of accuracy, efficiency, and reliability.","AI, AI technologies",Accuracy/Reliability,2.0,"Technical challenges achieving AI accuracy, efficiency, reliability"
Eli Lilly,LLY,Healthcare,2024,114,"The algorithms and models utilized in AI systems may have limitations, including biases, errors, or inability to handle certain data types or scenarios or to render explainable outputs.","AI, AI system, AI systems, algorithm, algorithms",Bias/Ethics,3.0,"Specific: AI algorithms/models may have biases, errors, or lack explainability"
Eli Lilly,LLY,Healthcare,2024,115,"Furthermore, there are risks associated with the fact that the platforms providing AI models are in many cases owned and operated by emerging companies with less contractual and compliance sophistication.","AI, AI model, AI models",Third-Party/Vendor,2.0,AI model platforms often owned by less contractually/compliance-sophisticated companies
Eli Lilly,LLY,Healthcare,2024,116,These factors may undermine 32 our ability to effectively utilize AI or create competitive disadvantages should our competitors more skillfully make use of AI capabilities.,AI,Competitive,2.0,Competitors' more skillful AI use could create competitive disadvantage
Eli Lilly,LLY,Healthcare,2024,117,"Further, if we are unable to effectively manage the use of AI technologies by our employees, our confidential information, intellectual property, or reputation could be put at risk.","AI, AI technologies",Privacy,2.0,"Poor AI management by employees could put confidential info, IP, or reputation at risk"
Eli Lilly,LLY,Healthcare,2024,118,"The emergence of AI and other technologies, particularly generative AI, may exacerbate other risks, including those related to regulation, litigation, compliance issues, ethical concerns, confidentiality, and data privacy or security.","AI, generative AI",Regulation,2.0,"AI may exacerbate regulation, litigation, compliance, ethics, confidentiality, and privacy/security risks"
Eli Lilly,LLY,Healthcare,2024,119,"For example, regulatory uncertainty related to AI or other emerging technologies may require significant resources to adjust business practices to comply with developing laws.",AI,Regulation,2.0,Regulatory uncertainty may require significant resources to adjust business practices
Eli Lilly,LLY,Healthcare,2024,120,"Several governmental authorities have already proposed or enacted laws and other guidance governing AI, such as the proposed EU Artificial Intelligence Act.","artificial intelligence, AI",Regulation,3.0,Specific: cites proposed EU Artificial Intelligence Act
Eli Lilly,LLY,Healthcare,2024,121,"These and other developing obligations may prevent or make it harder for us to conduct or enhance our business using AI, or lead to regulatory fines, penalties, or other liability.",AI,Regulation,2.0,Developing AI obligations may hinder business use of AI or lead to regulatory fines/penalties
Eli Lilly,LLY,Healthcare,2024,122,"Further, use of AI technologies could lead to unintended consequences, such as cybersecurity risks or unintended biases, impact our ability to protect our confidential data and intellectual property, and expose us to intellectual property infringement claims by third parties.","AI, AI technologies",Cybersecurity,3.0,"Specific: AI use could create cybersecurity risks, unintended bias, and IP infringement exposure"
General Electric,GE,Manufacturing,2022,123,"Our businesses are subject to technological change and advances, such as growth in industrial automation and increased digitization of the operations, infrastructure and solutions that customers demand across all the industries we serve.",automation,Other,0.0,"No explicit AI/ML mention; general automation/digitization language, false positive"
General Electric,GE,Manufacturing,2023,124,"Our businesses are also subject to technological change and advances, such as growth in industrial automation and increased digitization of the operations, infrastructure and solutions that customers demand across all the industries we serve.",automation,Other,0.0,"Duplicate of prior year, no explicit AI mention"
General Electric,GE,Manufacturing,2024,125,"Our businesses are also subject to technological change and advances, such as growth in industrial automation and increased digitization of the operations, infrastructure and solutions that customers demand across all the industries we serve.",automation,Other,0.0,"Duplicate boilerplate, no explicit AI mention"
General Electric,GE,Manufacturing,2024,126,"In addition, our use of emerging and evolving technologies such as artificial intelligence and machine learning, which we expect to increase over time, presents business, reputational, legal and compliance risks related to data sourcing, design flaws, integration issues, security threats, privacy protections and the ability to develop sufficient protection measures.","artificial intelligence, machine learning",Other,3.0,"Spans multiple risk types (data sourcing, design flaws, security, privacy) tied to AI/ML use; specific but multi-category"
General Electric,GE,Manufacturing,2024,127,"The risks in this area continue to grow, and cyberattacks are expected to accelerate on a global basis in frequency and impact as threat actors increasingly use artificial intelligence and other techniques to circumvent security controls, evade detection and remove forensic evidence.",artificial intelligence,Cybersecurity,3.0,Specific: threat actors use AI to circumvent security controls and evade detection
General Electric,GE,Manufacturing,2024,128,"Other legislative and regulatory areas of significance for our businesses that U.S. and non-U.S. governments have focused and continue to focus on include cybersecurity, data privacy and sovereignty, artificial intelligence, anti-corruption, competition law, public procurement law, compliance with complex trade controls and economic sanctions laws, technical regulations or local content requirements that could result in market access criteria that our products cannot or do not meet, foreign exchange intervention in response to currency volatility and currency controls that could restrict the movement of liquidity from particular jurisdictions.",artificial intelligence,Regulation,1.0,Boilerplate list of regulatory focus areas including AI
Goldman Sachs,GS,Finance,2022,129,These changes in correlation have been and may in the future be exacerbated where other market participants are using risk or trading models with assumptions or algorithms that are similar to ours.,"algorithm, algorithms",Other,2.0,Market correlation risk exacerbated by other participants' use of similar trading algorithms
Goldman Sachs,GS,Finance,2023,130,These changes in correlation have been and may in the future be exacerbated where other market participants are using risk or trading models with assumptions or algorithms that are similar to ours.,"algorithm, algorithms",Other,2.0,Duplicate of 2022 passage
Goldman Sachs,GS,Finance,2024,131,"Operational •A failure in our operational systems or human error, malfeasance or other misconduct, could impair our liquidity, disrupt our businesses, result in the disclosure of confidential information, damage our reputation and cause losses. •A failure or disruption in our infrastructure, or in the operational systems or infrastructure of third parties, could impair our liquidity, disrupt our businesses, damage our reputation and cause losses. •The development and use of artificial intelligence (AI) present risks and challenges that may adversely impact our business. •A failure to protect our computer systems, networks and information, and our clients’ information, against cyber attacks and similar threats could impair our ability to conduct our businesses, result in the disclosure, theft or destruction of confidential information, damage our reputation and cause losses. •We may incur losses as a result of ineffective risk management processes and strategies.","artificial intelligence, AI",Other,1.0,"Risk-highlights list; AI mentioned as one bullet among many operational risks, no detail"
Goldman Sachs,GS,Finance,2024,132,AND SUBSIDIARIES The development and use of artificial intelligence (AI) present risks and challenges that may adversely impact our business.,"artificial intelligence, AI",Other,1.0,"Generic boilerplate: AI presents risks and challenges, no specifics"
Goldman Sachs,GS,Finance,2024,133,"We or our third-party vendors, clients or counterparties may develop or incorporate AI technology in certain business processes, services or products.","AI, AI technology",Third-Party/Vendor,1.0,"Notes reliance on/incorporation of AI via third-party vendors, clients, counterparties; descriptive"
Goldman Sachs,GS,Finance,2024,134,The development and use of AI present a number of risks and challenges to our business.,AI,Other,1.0,Duplicate generic boilerplate statement
Goldman Sachs,GS,Finance,2024,135,"The legal and regulatory environment relating to AI is uncertain and rapidly evolving, both in the U.S. and internationally, and includes regulation targeted specifically at AI as well as provisions in intellectual property, privacy, consumer protection, employment and other laws applicable to the use of AI.",AI,Regulation,2.0,AI-specific regulation plus overlapping IP/privacy/consumer protection/employment law regimes
Goldman Sachs,GS,Finance,2024,136,These evolving laws and regulations could require changes in our implementation of AI technology and increase our compliance costs and the risk of non-compliance.,"AI, AI technology",Regulation,2.0,Evolving AI laws could raise compliance costs and non-compliance risk
Goldman Sachs,GS,Finance,2024,137,"AI models, particularly generative AI models, may produce output or take action that is incorrect, that result in the release of private, confidential or proprietary information, that reflect biases included in the data on which they are trained, infringe on the intellectual property rights of others, or that is otherwise harmful.","AI, generative AI, AI model, AI models",Bias/Ethics,3.0,"Highly specific: incorrect outputs, data leakage, bias, IP infringement, harm"
Goldman Sachs,GS,Finance,2024,138,"In addition, the complexity of many AI models makes it challenging to understand why they are generating particular outputs.","AI, AI model, AI models",Accuracy/Reliability,2.0,AI model complexity makes outputs hard to explain
Goldman Sachs,GS,Finance,2024,139,"This limited transparency increases the challenges associated with assessing the proper operation of AI models, understanding and monitoring the capabilities of the AI models, reducing erroneous output, eliminating bias and complying with regulations that require documentation or explanation of the basis on which decisions are made.","AI, AI model, AI models",Bias/Ethics,2.0,Limited transparency complicates bias elimination and regulatory compliance
Goldman Sachs,GS,Finance,2024,140,"Further, we may rely on AI models developed by third parties, and, to that extent, would be dependent in part on the manner in which those third parties develop and train their models, including risks arising from the inclusion of any unauthorized material in the training data for their models, and the effectiveness of the steps these third parties have taken to limit the risks associated with the output of their models, matters over which we may have limited visibility.","AI, AI model, AI models",Third-Party/Vendor,3.0,"Specific: reliance on third-party AI models, unauthorized training data risk, limited visibility"
Goldman Sachs,GS,Finance,2024,141,"In addition to our use of AI technologies, we are exposed to risks arising from the use of AI technologies by bad actors to commit fraud and misappropriate funds and to facilitate cyberattacks.","AI, AI technologies",Cybersecurity,3.0,Specific: bad actors use AI for fraud and cyberattacks
Goldman Sachs,GS,Finance,2024,142,"Generative AI, if used to perpetrate fraud or launch cyberattacks, could result in losses, liquidity outflows or other adverse effects at a particular financial institution or exchange.","AI, generative AI",Cybersecurity,3.0,Generative AI used for fraud/cyberattacks could cause losses or liquidity outflows
Goldman Sachs,GS,Finance,2024,143,"Further, the use of AI by cybercriminals may increase the frequency and severity of cybersecurity attacks against us or our third-party vendors and clients.",AI,Cybersecurity,3.0,AI use by cybercriminals may increase frequency/severity of attacks on firm or vendors/clients
Goldman Sachs,GS,Finance,2024,144,These changes in correlation have been and may in the future be exacerbated where other market participants are using risk or trading models with assumptions or algorithms that are similar to ours.,"algorithm, algorithms",Other,2.0,Duplicate of correlation/algorithm risk passage
Goldman Sachs,GS,Finance,2024,145,"In addition, the emergence, adoption and evolution of new technologies, including distributed ledgers, such as digital assets and blockchain, and AI, have required us to invest resources to adapt our existing products and services, and we expect to continue to make such investments, which could be material.",AI,Cost/Investment,2.0,Required material investment to adapt products/services to AI and other new tech
Goldman Sachs,GS,Finance,2024,146,"We may not be as timely or successful in developing or integrating, or even able to develop or integrate, new products and technologies, such as those built on distributed ledgers or AI technologies, into our existing products and services, adapting to changes in client preferences or achieving market acceptance of our products and services, any of which could affect our ability to attract or retain clients, cause us to lose market share or result in service disruptions and in turn reduce our revenues or otherwise adversely affect us.","AI, AI technologies",Competitive,3.0,"Specific: failure to keep pace with AI could cause client attrition, lost market share, revenue impact"
Home Depot,HD,Retail,2022,,,,,,
Home Depot,HD,Retail,2023,,,,,,
Home Depot,HD,Retail,2024,147,"Our ability to collect and use that data, however, is subject to a number of external factors, including the impact of legislation or regulations governing data privacy, data-driven technologies such as artificial intelligence, and data security, as well as customer expectations around data collection, retention, and use.",artificial intelligence,Regulation,2.0,"Data privacy/AI/security legislation affecting data use, plus customer expectations"
Home Depot,HD,Retail,2024,148,"The cost and potential problems, defects of design, and interruptions associated with the implementation of these initiatives, including those associated with managing third-party service providers, employing new online tools and services, implementing new technologies such as artificial intelligence, implementing and restructuring support systems and processes, securing appropriate store and facility locations, and addressing impacts on inventory levels, could disrupt or reduce the efficiency of our operations in the near term, lead to product availability issues, create complexity in our systems and operations and impact our profitability.","artificial intelligence, AI",Cost/Investment,3.0,"Implementation costs, design defects, disruption from AI rollout with concrete operational/profitability impact"
Home Depot,HD,Retail,2024,149,"These investments involve replacing existing systems, some of which are older, legacy systems that are less flexible and efficient, with successor systems; outsourcing certain technology and business processes to third-party service providers; making changes to existing systems, including the migration of applications to the cloud; maintaining or enhancing legacy systems that are not currently being replaced; designing or cost-effectively acquiring new systems with new functionality; or testing the use and incorporation of artificial Fiscal 2023 Form 10-K 14 thdpms5prcntrulemediuma21 (1).jpg Table of Contents intelligence, including generative artificial intelligence.","artificial intelligence, AI",Cost/Investment,2.0,Investment in replacing/testing systems including generative AI incorporation
Honeywell,HON,Manufacturing,2022,150,"Periods of increased volatility in oil and natural gas prices may result in less investment by our customers and therefore, lower demand for our products and services. •Safety and Productivity Solutions—Operating results may be adversely impacted by reduced investments in process automation, safety monitoring, and plant capacity utilization initiatives, fluctuations in retail markets, a slowdown in demand for safety products, changes in the competitive landscape, including new market entrants and technology that may lead to product commoditization, and adverse industry economic conditions, all of which could result in lower market share, reduced selling prices and lower margins.","AI, automation",Other,0.0,"No explicit AI/ML mention; general automation/competitive language, false positive"
Honeywell,HON,Manufacturing,2023,151,"Periods of increased volatility in oil and natural gas prices may result in less investment by our customers and therefore, lower demand for our products and services. •Safety and Productivity Solutions—Operating results may be adversely impacted by reduced investments in process automation, safety monitoring, and plant capacity utilization initiatives, fluctuations in retail markets, a slowdown in demand for safety products, changes in the competitive landscape, including new market entrants and new technologies that may lead to product commoditization, and adverse industry economic conditions, all of which could result in lower market share, reduced selling prices, and lower margins.","AI, automation",Other,0.0,"Duplicate, no explicit AI mention"
Honeywell,HON,Manufacturing,2024,152,"Periods of increased volatility in oil and natural gas prices may result in less investment by our customers and therefore, lower demand for our products and services. •Safety and Productivity Solutions—Operating results may be adversely impacted by reduced investments in process automation, safety monitoring, and plant capacity utilization initiatives, fluctuations in retail markets, a slowdown in demand for safety products, changes in the competitive landscape, including new market entrants and new technologies that may lead to product commoditization, and adverse industry economic conditions, all of which could result in lower market share, reduced selling prices, and lower margins.","AI, automation",Other,0.0,"Duplicate, no explicit AI mention"
Honeywell,HON,Manufacturing,2024,153,"Our future growth rate depends upon a number of factors, including our ability to (i) identify and evolve with emerging technological and broader industry trends, including technologies such as artificial intelligence and machine learning in our target end markets; (ii) develop and maintain competitive products; (iii) defend our market share against an ever-expanding number of competitors, including many new and non-traditional competitors; (iv) enhance our products by adding innovative features that differentiate our products from those of our competitors and prevent commoditization of our products; (v) develop, manufacture, and bring compelling new products to market quickly and cost-effectively; (vi) monitor disruptive technologies and business models; (vii) achieve sufficient return on investment for new products introduced based on capital expenditures and research and development spending; (viii) respond to changes in overall trends related to end market demand; and (ix) attract, develop, and retain individuals with the requisite technical expertise and understanding of customers’ needs to develop new technologies and introduce new products.","artificial intelligence, AI, machine learning",Competitive,2.0,Growth depends on keeping pace with AI/ML trends and competitors
Honeywell,HON,Manufacturing,2024,154,"Furthermore, to the extent artificial intelligence capabilities improve and are increasingly adopted, they may be used to identify vulnerabilities and craft increasingly sophisticated cybersecurity attacks, and vulnerabilities may be introduced from the use of artificial intelligence by us, our financial services providers and other vendors and third-party providers.",artificial intelligence,Cybersecurity,3.0,Specific: AI used to identify vulnerabilities and craft sophisticated attacks
Honeywell,HON,Manufacturing,2024,155,"Government enforcement actions can be costly and interrupt the regular operation of our business, and actual or alleged violations of such laws, including in relation to the Company’s processing of personal data or adoption of emerging technologies such as artificial intelligence and machine learning, can result in fines, reputational damage, and civil lawsuits, any of which may adversely affect our business, reputation, and financial statements.","artificial intelligence, machine learning",Regulation,3.0,"Specific: violations re: AI/data processing can result in fines, reputational damage, lawsuits"
Honeywell,HON,Manufacturing,2024,156,"We are currently, and may in the future become, subject to lawsuits, fines, investigations, and disputes (some of which involve substantial amounts claimed) arising out of the conduct of our business, including matters relating to commercial transactions, government contracts, product liability (including asbestos), the integration of emerging technologies (such as, but not limited to, artificial intelligence and machine learning), prior acquisitions and divestitures, employment, employee benefits plans, intellectual property, antitrust, anti-corruption, accounting, import and export, and environmental, health, and safety matters.","artificial intelligence, AI, machine learning",Regulation,1.0,Generic litigation/dispute boilerplate list; AI one item among many
JPMorgan,JPM,Finance,2022,157,"The models and estimations that JPMorgan Chase uses may not be effective in all cases to identify, observe and mitigate risk due to a variety of factors, such as: •reliance on historical trends that may not persist in the future, including assumptions underlying the models and estimations such as correlations among certain market indicators or asset prices •inherent limitations associated with forecasting uncertain economic and financial outcomes •historical trend information may be incomplete, or may not be indicative of severely negative market conditions such as extreme volatility, dislocation or lack of liquidity •sudden illiquidity in markets or declines in prices of certain loans and securities may make it more difficult to value certain financial instruments •technology that is introduced to run models or estimations may not perform as expected, or may not be well understood by the personnel using the technology •models and estimations may contain erroneous data, valuations, formulas or algorithms, and •review processes may fail to detect flaws in models and estimations.","AI, algorithm, algorithms",Accuracy/Reliability,2.0,Models/estimations may contain erroneous algorithms; review may fail to detect flaws
JPMorgan,JPM,Finance,2022,158,"These advances have also allowed financial institutions and other companies to provide electronic and internet-based financial solutions, including electronic securities and cryptocurrency trading, payments processing and online automated algorithmic-based investment advice.","algorithm, algorithmic",Other,1.0,"Descriptive: algorithmic-based investment advice enabled by tech advances, no risk stated"
JPMorgan,JPM,Finance,2023,159,"The models and estimations that JPMorgan Chase uses may not be effective in all cases to identify, observe and mitigate risk due to a variety of factors, such as: •reliance on historical trends that may not persist in the future, including assumptions underlying the models and estimations such as correlations among certain market indicators or asset prices •inherent limitations associated with forecasting uncertain economic and financial outcomes •historical trend information may be incomplete, or may not be indicative of severely negative market conditions such as extreme volatility, dislocation or lack of liquidity •sudden illiquidity in markets or declines in prices of certain loans and securities may make it more difficult to value certain financial instruments •technology that is introduced to run models or estimations may not perform as expected, or may not be well understood by the personnel using the technology •models and estimations may contain erroneous data, valuations, formulas or algorithms, and •review processes may fail to detect flaws in models and estimations.","AI, algorithm, algorithms",Accuracy/Reliability,2.0,Duplicate of 2022 model-flaw passage
JPMorgan,JPM,Finance,2023,160,"These advances have also allowed financial institutions and other companies to provide electronic and internet-based financial solutions, including electronic securities and cryptocurrency trading, lending and other extensions of credit to consumers, payments processing and online automated algorithmic-based investment advice.","algorithm, algorithmic",Other,1.0,Duplicate descriptive passage
JPMorgan,JPM,Finance,2024,161,"The risk of a security breach due to a cyber attack could increase in the future due to factors such as: •JPMorgan Chase’s ongoing expansion of its mobile banking and other internet-based product offerings and its internal use of internet-based products and applications, including those that use cloud computing services •advances in artificial intelligence, such as the use of machine learning and generative artificial intelligence by malicious actors to develop more advanced social engineering attacks, including targeted phishing attacks •the inability to maintain the security of information transmitted by JPMorgan Chase due to advances in quantum computing that may counteract or nullify existing information protections, and •the acquisition and integration of new businesses. 22 In addition, a third party could misappropriate confidential information obtained by intercepting signals or communications from mobile devices used by JPMorgan Chase’s employees.","artificial intelligence, AI, machine learning",Cybersecurity,3.0,Specific: AI used by malicious actors for advanced phishing/social engineering attacks
JPMorgan,JPM,Finance,2024,162,"The models and estimations that JPMorgan Chase uses, including those that use machine learning, artificial intelligence or quantum computing, may not be effective in all cases to identify, observe and mitigate risk due to a variety of factors, such as: •reliance on historical trends that may not persist in the future, including assumptions underlying the models and estimations such as correlations among certain market indicators or asset prices •inherent limitations associated with forecasting uncertain economic and financial outcomes •historical trend information may be incomplete, or may not be indicative of severely negative market conditions such as extreme volatility, dislocation or lack of liquidity •sudden illiquidity in markets or declines in prices of certain loans and securities may make it more difficult to value certain financial instruments •technology that is introduced to run models or estimations may not perform as expected, or may not be well understood by the personnel using the technology •models and estimations may contain erroneous data, valuations, formulas or algorithms, and •review processes may fail to detect flaws in models and estimations.","artificial intelligence, AI, machine learning, algorithm, algorithms",Accuracy/Reliability,2.0,Models using ML/AI/quantum computing may be ineffective; flaws may go undetected
JPMorgan,JPM,Finance,2024,163,"These advances have also allowed financial institutions and other companies to provide electronic and internet-based financial solutions, including electronic securities and cryptocurrency trading, lending and other extensions of credit to consumers, payments processing and online automated algorithmic-based investment advice.","algorithm, algorithmic",Other,1.0,Duplicate descriptive passage on algorithmic investment advice
Mastercard,MA,Finance,2022,164,"Other jurisdictions have adopted or are otherwise considering adopting sector-specific regulations for the payments industry, including forced data sharing requirements or additional verification requirements, as well as regulations on artificial intelligence and data governance, that overlap or conflict with, or diverge from, general privacy rules.",artificial intelligence,Regulation,2.0,Sector-specific AI/data governance regulation that may conflict with privacy rules
Mastercard,MA,Finance,2022,165,"Moreover, due to account data compromise events and privacy abuses by other companies, as well as the disclosure of monitoring activities by certain governmental agencies in combination with the use of artificial intelligence and new technologies, there has been heightened legislative and regulatory scrutiny around the world that could lead to further regulation and requirements and/or future enforcement.","artificial intelligence, AI",Regulation,2.0,Heightened legislative/regulatory scrutiny tied to AI and monitoring technologies
Mastercard,MA,Finance,2022,166,"The payments industry is subject to rapid and significant technological changes, which can impact our business in several ways: •Technological changes, including continuing developments of technologies in the areas of smart cards and devices, contactless and mobile payments, e-commerce, cryptocurrency and block chain technology, machine learning and AI, could result in new technologies that may be superior to, or render obsolete, the technologies we currently use in our programs and services.","AI, machine learning",Competitive,2.0,New AI/ML-based technologies could render current technologies obsolete
Mastercard,MA,Finance,2023,167,"Other jurisdictions have adopted or are otherwise considering adopting sector-specific regulations for the payments industry, including forced data sharing requirements or additional verification requirements, as well as regulations on artificial intelligence and data governance, that overlap or conflict with, or diverge from, general privacy rules.",artificial intelligence,Regulation,2.0,Duplicate of 2022 passage
Mastercard,MA,Finance,2023,168,"Moreover, due to account data compromise events and privacy abuses by other companies, as well as the disclosure of monitoring activities by certain governmental agencies in combination with the use of artificial intelligence and new technologies, there has been heightened legislative and regulatory scrutiny around the world that could lead to further regulation and requirements and/or future enforcement.","artificial intelligence, AI",Regulation,2.0,Duplicate of 2022 passage
